Name.of.institution,UnitID,Sector,OPEID,Calendar.system
Branford Hall Career Institute-Albany Campus,240514,9,4185000,Program
Branford Hall Career Institute-Amityville,240596,9,2235900,Program
Frontier Community College,240620,4,2560800,Academic
South Arkansas Community College,240657,4,4138500,Academic
Life University,240666,2,765800,Academic
Chris Beauty College,240693,9,2054300,Program
Pulaski Technical College,240709,4,2323700,Academic
Briarcliffe College,240718,3,3066900,Academic
Southern California Institute of Architecture,240727,2,2334403,Academic
Milwaukee Institute of Art & Design,240736,2,3108200,Academic
North Lake College,240745,4,1028000,Academic
Sherman Kendall Academy-Midvale,240754,9,2289000,Program
The Art Institute of Colorado,240790,3,2244300,Academic
Empire Beauty School-Framingham,240879,9,4191900,Program
The Hair Design School-Durham,240985,9,3144400,Program
Empire Beauty School-Virginia Beach,241100,9,2341002,Program
Empire Beauty School-Vernon Hills,241128,9,372610,Program
Empire Beauty School-Stone Park,241146,9,3493301,Program
Empire Beauty School-NE Philadelphia,241182,9,2106100,Program
Empire Beauty School-Arlington Heights,241191,9,2298200,Program
The Hair Design School-S Memphis,241216,9,2098300,Program
Empire Beauty School-Hanover,241225,9,4127300,Program
Empire Beauty School-Speedway,241304,9,2519300,Program
Empire Beauty School-Lowell,241331,9,3071601,Program
Empire Beauty School-West Greensboro,241377,9,2101001,Program
Empire Beauty School-Laurel Springs,241386,9,931310,Program
Empire Beauty School-Bordentown,241395,9,4057300,Program
College of Hair Design-Downtown,241410,6,793804,Program
College of Hair Design-East Campus,241517,6,1267200,Program
Arlington Baptist College,241614,2,3367401,Academic
TESST College of Technology-Beltsville,241720,6,2572700,Program
Northern New Mexico College,241739,1,545200,Academic
Ravenscroft Beauty College,241766,9,3367402,Program
Marinello Schools of Beauty-Santa Clara,241836,9,3670300,Program
Ozarka College,241906,4,3573300,Academic
Concorde Career Institute-Jacksonville,241951,6,2275100,Program
Concorde Career Institute-Orlando,242042,6,3903500,Program
Triangle Tech Inc-Erie,242112,6,3279300,Academic
Capri College-Cedar Rapids,242121,6,760000,Program
Cleveland University-Kansas City,242130,2,793806,Academic
Elegance International,242149,9,3832400,Program
Kaplan College-San Diego,242316,6,2331304,Program
Kaplan College-Chula Vista,242413,6,4128400,Program
Massachusetts School of Barbering,242422,9,1042400,Program
Eastwick College-Nutley,242556,6,1057300,Academic
Ridley-Lowell Business & Technical Institute-Binghamton,242565,9,4140000,Program
Laurel Technical Institute,242583,6,2611005,Academic
Laurel Technical Institute,242617,6,863500,Academic
Tennessee College of Applied Technology-Whiteville,242626,4,2609501,Program
Long Island Business Institute,242635,6,2314000,Academic
Hastings Beauty School,242644,9,758800,Program
Western Technical College,242653,6,3786300,Program
Western Technical College,242662,6,2609202,Program
Herkimer County BOCES-Practical Nursing Program,242680,7,2609204,Program
University of Phoenix-Arizona,242699,3,2251600,Academic
University of Phoenix-Colorado,242705,3,2211900,Academic
University of Phoenix-Oklahoma,242750,3,4139400,Academic
Central Community College,242820,4,3416400,Academic
Ross Medical Education Center-Flint,242884,9,2284300,Program
Ross Medical Education Center-Saginaw,242945,9,1174500,Program
Ross Medical Education Center-Port Huron,242954,9,613600,Program
Ross Medical Education Center-Roosevelt Park,242972,9,2101002,Program
Ross Medical Education Center-Portage,242981,9,2274100,Program
Ross Medical Education Center-Canton,243072,9,2251500,Program
Ross Medical Education Center-Bowling Green,243106,6,2609205,Program
Universidad Politecnica de Puerto Rico,243115,2,3523300,Academic
Polytechnic University of Puerto Rico-Miami,243133,2,4146700,Academic
Polytechnic University of Puerto Rico-Orlando,243142,2,2360800,Academic
Brookhaven College,243151,4,3367400,Academic
Med-Assist School of Hawaii Inc,243179,9,2101000,Program
Everest Institute-Grand Rapids,243188,9,3627600,Program
Everest Institute-Kalamazoo,243197,9,3319301,Program
Everest College-Merrillville,243212,9,4134100,Program
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Divi,243221,6,2344100,Program
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Divis,243346,6,486600,Program
Universal Technical Institute of Northern California Inc,243407,6,2289500,Program
Carrington College-Phoenix,243443,6,4143100,Program
Carrington College-Tucson,243568,6,2159100,Program
Carrington College-Westside,243577,6,2319801,Program
Carrington College-Mesa,243586,6,4177600,Program
Carrington College-Albuquerque,243601,6,907700,Program
Carrington College-Las Vegas,243638,6,3110700,Program
Northwest College-Clackamas,243647,6,3532400,Program
Northwest College-Hillsboro,243665,6,2560000,Program
Northwest College-Beaverton,243744,6,485500,Program
Northwest College-Eugene,243780,5,736202,Program
Northwest College-Tualatin,243799,5,2591101,Program
Northwest College-Medford,243823,6,2545800,Program
Tennessee College of Applied Technology-Murfreesboro,243832,4,1289100,Program
Capri Institute of Hair Design-Paramus,243841,9,3480303,Program
Harris School of Business-Cherry Hill Campus,244011,9,2069303,Program
Harris School of Business-Linwood Campus,244154,9,461704,Program
Harris School of Business-Hamilton Campus,244190,9,1013800,Program
Harris School of Business-Upper Darby Campus,244233,9,2241700,Program
Otsego Area BOCES-Practical Nursing Program,244279,7,2340500,Program
Spa Tech Institute-Westbrook,244437,9,4146000,Program
Spa Tech Institute-Ipswich,244446,9,1202600,Program
Spa Tech Institute-Westboro,244491,9,4144500,Program
Spa Tech Institute-Plymouth,244561,9,1091303,Program
Sumner College,244613,6,907905,Program
Evergreen Beauty and Barber College-Bellevue,245069,9,3126300,Program
Hair Design Institute at Fifth Avenue-Brooklyn,245281,9,1246105,Program
Hair Design Institute at Fifth Avenue-New York,245290,9,2599712,Program
College of Cosmetology,245342,6,1287300,Program
O'More College of Design,245421,2,2341000,Academic
Fox Institute of Business-West Hartford,245430,6,1109800,Program
Fox Institute of Business-Clifton,245625,6,4169800,Program
American Institute-Toms River,245652,6,947900,Program
Trinity Lutheran College,245777,2,771700,Academic
Bramson ORT College,245953,5,2219500,Academic
Pennsylvania Academy of the Fine Arts,245962,2,2337700,Academic
Truckee Meadows Community College,245980,4,1289600,Academic
University of Hawaii-West Oahu,245999,1,1110700,Academic
Wards Corner Beauty Academy-Norfolk,246008,9,2188400,Program
Wards Corner Beauty Academy-Virginia Beach,246017,9,1285000,Program
Columbia College-Hollywood,246035,2,2217118,Academic
Cleveland Institute of Dental-Medical Assistants-Cleveland,246071,9,732917,Program
Cleveland Institute of Dental-Medical Assistants-Lyndhurst,246202,9,2343400,Program
Cleveland Institute of Dental-Medical Assistants-Mentor,246266,9,2262500,Program
California College San Diego,246354,2,4187700,Academic
California College San Diego,246406,2,4203500,Academic
Rich Mountain Community College,246415,4,2170000,Academic
Cuyamaca College,246460,4,944900,Academic
Great Lakes Institute of Technology,246594,6,1148400,Program
Ridley-Lowell Business & Technical Institute-New London,246789,9,1287301,Program
Ridley-Lowell Business & Technical Institute-Poughkeepsie,246813,9,761700,Program
Ridley-Lowell Business & Technical Institute-Danbury,246895,9,2106600,Program
Ridley-Lowell Business & Technical Institute,246974,9,887100,Program
Paul Mitchell the School-North Haven,247010,9,2287903,Program
American InterContinental University-Online,247047,3,10732944,Academic
American InterContinental University-Houston,247065,3,3124200,Academic
American InterContinental University-Atlanta,247153,3,372611,Academic
Roberto-Venn School of Luthiery,247409,9,974801,Program
Johnson College,247603,5,3010629,Academic
Pinellas Technical College-St. Petersburg,247649,4,1216600,Program
Bridgerland Applied Technology College,247700,4,2538300,Program
Sanford-Brown College-Atlanta,247773,6,3468500,Academic
Sanford-Brown Institute-Ft Lauderdale,247834,6,1313200,Academic
Sanford-Brown College-Houston,247940,6,2192400,Academic
Sanford-Brown Institute-New York,248165,6,1031904,Program
Pueblo Community College,248192,4,1287302,Academic
Upper Valley Career Center,248305,7,2300103,Program
The Art Institute of Houston,248314,3,2599706,Academic
The Art Institute of Austin,248527,3,895900,Academic
The Art Institute of San Antonio,248606,3,3584400,Academic
Great Oaks Institute of Technology and Career Development,248624,4,4116600,Program
Career Center of Southern Illinois,248633,7,2217101,Program
Naropa University,248660,2,2300104,Academic
Aveda Institute-Lafayette,248703,9,1194001,Program
Levittown Beauty Academy,248846,9,793808,Program
Mission College,248882,4,2559300,Academic
Court Reporting Institute of Dallas,248925,6,2060300,Academic
Court Reporting Institute of St Louis,248934,6,3008603,Academic
Pennsylvania Academy of Cosmetology Arts and Sciences-Johnstown,249140,9,4134300,Program
Pennsylvania Academy of Cosmetology Arts and Sciences-Du Bois,249238,9,907901,Program
San Joaquin Valley College-Visalia,249566,6,1031905,Program
Yorktowne Business Institute,249609,6,500800,Academic
Midwest Institute,250027,6,2339702,Program
New England Hair Academy,250072,9,2300100,Program
Aveda Institute-Minneapolis,250285,9,904700,Program
Orange Ulster BOCES-Practical Nursing Program,250498,7,945914,Program
University of Spa & Cosmetology Arts,250601,9,488901,Program
Franklin Technology-MSSU,250744,7,4203200,Program
Career Academy of Beauty,250902,9,953100,Program
Nashville College of Medical Careers,250993,9,3010616,Program
Circle in the Square Theater School,251075,5,1157200,Academic
Michigan College of Beauty-Troy,251251,9,734100,Program
Madison Oneida BOCES-Practical Nursing Program,251260,7,2572900,Program
Enid Beauty College,251312,9,3084400,Program
YTI Career Institute-York,260293,6,2599709,Program
Sojourner-Douglass College,260336,2,4186300,Academic
Victor Valley Beauty College Inc,260354,9,918600,Program
Institute for Business and Technology,260363,9,1111204,Program
National Career Education,260372,9,3400300,Program
Lamson Institute,260664,9,1174501,Program
The Art Institute of Cincinnati-AIC College of Design,260691,3,3468400,Academic
Central School of Practical Nursing,260789,7,2306805,Program
Triangle Tech Inc-Greensburg,260813,6,732905,Academic
Triangle Tech Inc-Bethlehem,260901,6,1057302,Academic
duCret School of Arts,260910,5,3079000,Academic
Pennco Tech-Blackwood,260929,6,10732914,Program
Fortis Institute-Wayne,260947,9,761100,Program
Fortis Institute-Lawrenceville,260965,9,3021900,Program
National Conservatory of Dramatic Arts,260974,5,1246110,Academic
La James International College-Davenport,260992,6,4133700,Program
Old Town Barber College-Wichita,261375,9,2089601,Program
Old Town Barber College-Topeka,261384,9,2522800,Program
Wisconsin Lutheran College,261393,2,941202,Academic
Rob Roy Academy-Taunton,261436,9,2270500,Program
Black Hills Beauty College,261472,6,2342701,Program
Rensselaer BOCES-Practical Nursing Program,261676,7,461700,Program
Hawaii Institute of Hair Design,261685,9,1260611,Program
Riverside College of Health Careers,261719,5,4175100,Program
St Joseph School of Nursing,261773,5,736204,Academic
Canton City Schools Adult Career and Technical Education,261861,7,737100,Program
Martin University,261931,2,2145100,Academic
Savannah College of Art and Design,262031,2,2275801,Academic
Lex La-Ray Technical Center,262086,7,2549005,Program
Salish Kootenai College,262129,2,723409,Academic
Sterling College,262235,2,1229500,Academic
Sinte Gleska University,262299,2,2609200,Academic
Toni & Guy Hairdressing Academy-Allentown,262332,9,959300,Program
Kilian Community College,262341,5,4180000,Academic
Vet Tech Institute of Houston,262369,6,3074400,Academic
Delaware Technical Community College-Stanton/Wilmington,262402,4,3479300,Academic
Scott College of Cosmetology,262509,6,974804,Program
Cayuga Onondaga BOCES-Practical Nursing Program,262660,7,2178502,Academic
Wayne Finger Lakes BOCES-Practical Nursing Program,362700,7,2217111,Program
Institute of American Indian and Alaska Native Culture,362782,1,3593300,Academic
South Mountain Community College,363013,4,2306801,Academic
Joe Kubert School of Cartoon and Graphic Art,363077,6,2361602,Academic
Fashion Focus Hair Academy,363147,9,2599702,Program
Manhattan Hairstyling Academy,363165,9,4031300,Program
Connecticut Institute of Hair Design,363387,9,2599711,Program
Paul Mitchell the School-Jacksonville,363439,9,2609203,Program
Paul Mitchell the School-Mclean,363590,9,2079700,Program
Paul Mitchell the School-Woodbridge,363633,9,1110900,Program
Cosmetology & Spa Academy,363679,9,3010614,Program
Central Susquehanna Intermediate Unit LPN Career,363712,7,2583000,Program
Keiser University-Ft Lauderdale,363882,2,2275800,Academic
Yeshiva Shaar Hatorah,363907,2,1112301,Academic
Paul Mitchell the School-Nashville,363916,9,709100,Program
Paul Mitchell the School-Murfreesboro,363934,9,3367300,Program
Broome Delaware Tioga BOCES-Practical Nursing Program,364016,7,2244305,Program
Divers Academy International,364025,9,3986300,Program
Beau Monde College of Hair Design,364168,6,3434300,Program
Beau Monde College of Hair Design-Beau Monde Academy of Cosmetology,364335,9,1236200,Program
Missouri School of Barbering & Hairstyling-St. Louis,364548,9,1289101,Program
Delta Montrose Technical College,364575,7,2296000,Program
Davis Applied Technology College,364584,4,2269500,Program
Concorde Career College-Memphis,364627,6,2491102,Program
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,364636,7,1260612,Program
Mifflin County Academy of Science and Technology,364751,7,2204200,Program
Harrison College-Indianapolis,364760,3,3035800,Academic
Harrison College-Morrisville,364812,6,4150100,Academic
Harrison College-Grove City,364946,3,4150600,Academic
Ohio Business College-Sheffield,364955,6,793000,Academic
Ohio Business College-Sandusky,364964,6,449400,Academic
Ohio Business College-Hilliard,364973,6,3065000,Academic
Ohio Business College-Dayton,365055,9,2615000,Program
Mr Bela's School of Cosmetology Inc,365073,9,3010611,Program
Don Roberts Beauty School,365091,9,3970400,Program
Appalachian Beauty School,365125,6,3115100,Program
The Baptist College of Florida,365198,2,3272300,Academic
New Hope Christian College-Eugene,365204,2,974800,Academic
New Hope Christian College-Honolulu,365213,2,732951,Academic
Cosmetology Careers Unlimited College of Hair Skin and Nails,365240,9,4189100,Program
Marion S Whelan School of Nursing of Geneva General Hospital,365374,8,3008601,Academic
Sanford-Brown College-Chicago,365383,3,2549000,Academic
PCI Academy-Ames,365480,6,3067600,Program
PCI Academy-Plymouth,365505,9,4051331,Program
Musicians Institute,365569,3,3008602,Academic
Universidad Central Del Caribe,365693,2,2172700,Academic
New York Career Institute,365763,6,760700,Academic
New England School of Photography,365824,6,765600,Academic
Don Roberts School of Hair Design,365833,9,3063400,Program
EDP Univeristy of Puerto Rico Inc-San Juan,366003,2,732949,Academic
EDP University of Puerto Rico Inc-San Sebastian,366155,2,3395300,Academic
The Salon Professional Academy-Grand Junction,366191,6,2315500,Program
Chillicothe Beauty Academy Inc,366252,9,3102100,Program
Nunez Community College,366261,4,4203100,Academic
ITI Technical College,366270,6,450300,Academic
Instituto de Banca y Comercio Inc,366289,6,2083600,Program
Estes Institute of Cosmetology Arts and Science,366340,9,4156400,Program
Tri-County Adult Career Center,366395,4,464500,Program
East-West University,366401,2,2518900,Academic
Kansas City College & Bible School,366438,2,2611000,Academic
Davis College,366465,2,2253700,Academic
Clearfield County Career and Technology Center,366535,7,4139000,Program
Assabet Valley Regional Technical School,366544,7,794100,Program
Swedish Institute a College of Health Sciences,366553,6,2597100,Academic
Albany BOCES-Adult Practical Nursing Program,366580,7,4132600,Program
Instituto de Educacion Tecnica Ocupacional La Reine-Manati,366623,9,736200,Program
Instituto de Educacion Tecnica Ocupacional La Reine-Aguadilla,366632,9,2599701,Program
Brunswick Community College,366650,4,946610,Academic
Western International University,366678,3,2338500,Academic
The Ailey School,366696,5,372609,Academic
Concorde Career Institute-Tampa,366711,6,1012200,Program
Dutchess BOCES-Practical Nursing Program,366748,7,3097700,Program
Empire Beauty School-Manhattan,366960,9,1246111,Program
Empire Beauty School-Rochester,367024,9,1050300,Program
Empire Beauty School-Elizabethtown,367051,6,1194000,Program
Empire Beauty School-Paradise Valley,367088,9,903200,Program
Empire Beauty School-Savannah,367097,9,926701,Program
Empire Beauty School-Littleton,367103,6,2301400,Program
Empire Beauty School-Aurora,367112,6,3128100,Program
Empire Beauty School-Manitowoc,367130,6,461802,Program
Empire Beauty School-Appleton,367158,6,2351900,Program
The Hair Design School-Charlotte,367194,9,4171400,Program
Empire Beauty School-Brooklyn,367334,9,4183600,Program
Ulster BOCES School of Practical Nursing,367361,7,2613000,Program
Triangle Tech Inc-Dubois,367398,6,783900,Academic
Triangle Tech Inc-Sunbury,367431,6,2069300,Academic
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,367459,9,2559400,Program
Cheryl Fells School of Business,367662,9,2569304,Program
Pipo Academy of Hair Design,367839,9,2591900,Program
Rio Salado College,367875,4,3010624,Academic
Charleston School of Beauty Culture,367884,6,2342705,Program
Eagle Gate College-Murray,367909,3,2217104,Academic
Eagle Gate College-Layton,367936,3,2154400,Academic
Eagle Gate College-Salt Lake City,367972,6,732955,Academic
Citrus Heights Beauty College,367981,9,492400,Program
Jolie Hair and Beauty Academy-Hazleton,368036,9,3426300,Program
Jolie Hair and Beauty Academy-Northfield,368230,9,853700,Program
Eastern Suffolk BOCES-Practical Nursing Program,368364,7,2174400,Program
Empire Beauty School-Somersworth,368407,9,2599703,Program
Empire Beauty School-Portsmouth,368443,9,730305,Program
Argosy University-Orange County,368452,3,2166200,Academic
Argosy University-Twin Cities,368540,3,736700,Academic
Argosy University-Atlanta,368601,3,4170200,Academic
Argosy University-Washington DC,368629,3,1300800,Academic
Argosy University-Hawaii,368647,3,3007900,Academic
Argosy University-Phoenix Online Division,368771,3,2326200,Academic
Argosy University-Phoenix Online Division,368780,3,737500,Academic
Argosy University-Phoenix,368805,3,4038302,Academic
Argosy University-Phoenix,368832,3,3115803,Academic
Argosy University-San Francisco Bay Area,368911,3,3125800,Academic
Argosy University-Tampa,369084,3,2100613,Academic
Argosy University-Seattle,369109,3,2217106,Academic
Argosy University-Nashville,369400,3,486607,Academic
Argosy University-Sarasota,369419,3,3008600,Academic
Argosy University-Schaumburg,369446,3,3083702,Academic
Argosy University-Los Angeles,369516,3,2134500,Academic
Argosy University-San Diego,369668,3,4134700,Academic
Argosy University-Denver,369686,3,2599710,Academic
Argosy University-Inland Empire,369695,3,2217103,Academic
Argosy University-Salt Lake City,369783,3,450701,Academic
Argosy University-Chicago,369862,3,2611004,Academic
The Art Institute of California-Argosy University Hollywood,369905,3,1194004,Academic
The Art Institute of California-Argosy University-Silicon Valley,369950,3,2157100,Academic
The Art Institute of California-Argosy University Los Angeles,371034,3,4182200,Academic
The Art Institute of California-Argosy University San Francisco,371052,3,494700,Academic
The Art Institute of California-Argosy University Orange County,371140,3,3874300,Academic
The Art Institute of California-Argosy University Sacramento,371265,3,2334401,Academic
The Art Institute of California-Argosy University San Diego,371690,3,3006300,Academic
The Art Institute of California-Argosy University Inland Empire,371760,3,2289800,Academic
Northwest Indian College,371779,1,461706,Academic
Ross Medical Education Center-Madison Heights,371830,9,2284309,Program
Ross Medical Education Center-Taylor,371928,9,946609,Program
Ross Medical Education Center-New Baltimore,371964,9,466600,Program
Ross Medical Education Center-Granger,371982,6,2616704,Program
Ross Medical Education Center-Morgantown,372000,9,2089600,Program
Ross Medical Education Center-Owensboro,372028,9,1246116,Program
Metro Business College-Cape Girardeau,372037,6,2569300,Academic
Metro Business College-Jefferson City,372073,6,149913,Academic
Metro Business College-Rolla,372082,6,3010622,Academic
Metro Business College-Arnold,372240,6,3032300,Academic
Rob Roy Academy-Worcester,372329,9,3124800,Program
New School of Radio and Television,372356,9,2319800,Program
Cambridge College,372462,2,3681300,Academic
Orleans Technical Institute,372578,5,904300,Program
Capri Institute of Hair Design-Kenilworth,372718,9,757303,Program
Paroba College of Cosmetology,372772,9,2588500,Program
Standard Beauty College of Oklahoma,372921,9,2100612,Program
Saint Augustine College,372958,2,3126400,Academic
Moler Barber College,373058,9,3100100,Program
Ashtabula County Technical and Career Campus,373085,7,1246104,Program
Northland Career Center,373216,7,3010612,Program
Sitting Bull College,373456,1,3542300,Academic
Sierra Valley College of Court Reporting,373526,6,793600,Academic
Hobe Sound Bible College,373605,2,842400,Academic
Mid-EastCTC-Adult Education,373678,7,723404,Program
Centro de Estudios Multidisciplinarios-San Juan,373696,3,2569303,Academic
Centro de Estudios Multidisciplinarios-Humacao,373711,3,974802,Academic
Centro de Estudios Multidisciplinarios-Bayamon,373784,3,2559500,Academic
Centro de Estudios Multidisciplinarios-Mayaguez,373827,3,2218804,Academic
Emma's Beauty Academy-Mayaguez,373890,9,3910400,Program
Schilling-Douglas School of Hair Design LLC,374316,9,267804,Program
Fortis College-Centerville,374343,3,723400,Academic
Fortis College-Phoenix,374440,6,775600,Academic
Torah Temimah Talmudical Seminary,374574,2,1040602,Academic
Butler Tech-D Russel Lee Career Center,374592,7,2260800,Program
Thomas Edison State College,374875,1,4131500,Academic
Mr John's School of Cosmetology Esthetics & Nails-Decatur,374927,6,450700,Program
The Restaurant School at Walnut Hill College,374972,3,1103100,Academic
Modern Hairstyling Institute-Bayamon,375106,9,757306,Program
Modern Hairstyling Institute-Arecibo,375230,9,732919,Program
Liceo de Arte y Tecnologia,375300,9,2308900,Program
Modern Hairstyling Institute-Carolina,375319,9,2551100,Program
O C Collins Career Center,375373,4,3921300,Program
Hollywood Cosmetology Center,375407,9,732918,Program
Baton Rouge School of Computers,375416,6,2615800,Program
Woodrow Wilson Rehabilitation Center,375489,7,1111203,Program
North Bennet Street School,375540,5,1168900,Program
Orleans Niagara BOCES-Practical Nursing Program,375568,7,926700,Program
Heritage Christian University,375647,2,3626301,Academic
American Indian College Inc,375656,2,1246109,Academic
GUTI The Premier Beauty & Wellness Academy,375683,9,3065300,Program
Kaplan College-Hammond,375692,9,2079701,Program
Kaplan College-Indianapolis,375708,6,2318200,Program
Phagans School of Hair Design-Portland,375717,6,3915301,Program
Stylemaster College of Hair Design,375726,9,1049006,Program
Pittsburgh Career Institute,375735,6,2296003,Academic
Professional Cosmetology Education Center,375744,9,3083703,Program
New England Tractor Trailer Training School of Connecticut,375753,9,3549301,Program
New England Tractor Trailer Training School of CT-Bridgeport,375762,9,3010606,Program
Cannella School of Hair Design-Villa Park,375841,9,749100,Program
Ozark Christian College,375939,2,2330600,Academic
Gene Juarez Academy of Beauty-Mountlake Terrace,375966,9,2234000,Program
Gene Juarez Academy of Beauty-Federal Way,375984,9,888700,Program
Nevada Regional Technical Center,376224,7,3067500,Program
Erie Institute of Technology Inc,376242,6,4166800,Academic
Chattanooga College Medical Dental and Technical Careers,376288,6,2220200,Academic
College of Wilmington,376321,9,3081900,Program
Hunter Business School,376330,6,267805,Program
Toni & Guy Hairdressing Academy-Ambler,376385,9,3010802,Program
Stroudsburg School of Cosmetology,376446,9,856800,Program
Madera Beauty College,376631,9,520400,Program
Taylortown School of Beauty Inc,376668,9,3316300,Program
Fayetteville Beauty College,376677,9,3763400,Program
Medina County Career Center,376695,7,2569302,Program
Salon Success Academy-San Bernardino,376950,9,2092500,Program
Paul Mitchell the School-Portsmouth,376987,9,887101,Program
Cheeks International Academy of Beauty Culture-Cheyenne,377069,6,3294306,Program
Cheeks International Academy of Beauty Culture-Fort Collins,377111,9,2607100,Program
Cheeks International Academy of Beauty Culture-Greeley,377193,9,2351700,Program
Lancaster School of Cosmetology,377218,9,974803,Program
Salem College of Hairstyling,377272,9,2106601,Program
Hallmark Institute of Photography,377281,9,3115800,Program
Pima Medical Institute-Tucson,377315,3,3480301,Program
Pima Medical Institute-Mesa,377342,6,2340800,Program
Pima Medical Institute-Albuquerque,377449,6,2197500,Program
Pima Medical Institute-Denver,377458,6,3368303,Program
Pima Medical Institute-Seattle,377485,6,1300600,Program
Pima Medical Institute-Chula Vista,377546,6,2569307,Program
Pima Medical Institute-Colorado Springs,377555,6,2511500,Program
Pima Medical Institute-Las Vegas,377564,6,2104900,Program
Pima Medical Institute-Renton,377652,6,2306302,Program
Pima Medical Institute-East Valley,377661,6,2494300,Program
Pima Medical Institute-Houston,377670,6,915705,Program
Portfolio Center,377722,6,500701,Academic
Carrington College-Boise,377759,6,2137100,Program
Carrington College-Reno,378105,6,1040501,Program
Carrington College-Mesquite,378406,9,3810500,Program
Garnet Career Center,378576,7,3950500,Program
Southwest School of Business and Technical Careers-San Antonio,378886,9,1049017,Program
Florida Technical College,378956,3,2100600,Program
Brookline College-Phoenix,379135,3,1235100,Program
Brookline College-Tempe,379621,6,1162101,Program
Brookline College-Tucson,379746,3,2158501,Program
Brookline College-Albuquerque,379782,3,3010608,Program
Mildred Elley School-Albany Campus,380067,6,2521200,Academic
Mildred Elley-Pittsfield Campus,380094,9,1289102,Academic
Mildred Elley-New York Campus,380359,6,3537300,Academic
Omega Institute,380368,9,2052000,Program
Colleen O'Haras Beauty Academy,380377,9,3010604,Program
Le Cordon Bleu College of Culinary Arts-San Francisco,380401,6,793803,Academic
Catherine Hinds Institute of Esthetics,380438,9,2573100,Program
Gods Bible School and College,380456,2,2253902,Academic
Career and Technology Education Centers of Licking County,380465,4,2173208,Program
Cossatot Community College of the University of Arkansas,380474,4,723408,Academic
Marinello Schools of Beauty-Moreno Valley,381255,9,2180201,Program
Francis Tuttle Technology Center,381282,7,4093300,Program
International Air and Hospitality Academy,381325,9,2596400,Program
College of Saint Mary Magdalen,381334,2,2563000,Academic
Robert Fiance Beauty Schools-West New York,381361,9,4165300,Program
Drake College of Business-Elizabeth,381370,9,723401,Program
Drake College of Business-Newark,381404,9,2326203,Program
Tri-State Cosmetology Institute,381486,9,3010625,Program
East Los Angeles College,381529,4,2241801,Academic
Mitchells Hairstyling Academy-Goldsboro,381617,9,2144800,Program
Steven Papageorge Hair Academy,381635,9,2116008,Program
Lake Technical College,381644,4,966000,Program
Ogle School Hair Skin Nails-Ft Worth,381699,9,2298501,Program
Ogle School Hair Skin Nails-Dallas,381705,9,966407,Program
Ogle School Hair Skin Nails-North Dallas,381732,9,743600,Program
Ogle School Hair Skin Nails-Hurst,381750,9,723410,Program
Ogle School Hair Skin Nails-Stafford,381787,9,3022601,Program
Fredrick and Charles Beauty College,381866,9,1054210,Program
Gemological Institute of America-Carlsbad,381909,8,2346200,Program
Gemological Institute of America-New York,381945,8,2588900,Program
Union County Vocational Technical School,382063,7,2553000,Program
Cameron College,382258,6,1031906,Program
Keystone Technical Institute,382267,6,2174401,Program
Boise Bible College,382276,2,750100,Academic
Atlantic Beauty & Spa Academy LLC,382416,9,3010613,Program
Antilles School of Technical Careers,382461,9,2112200,Program
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,382504,7,732916,Program
Academy of Hair Design-Pearl,382771,6,4182100,Program
Thanh Le College School of Cosmetology,382780,9,4184200,Program
Cankdeska Cikana Community College,382896,4,3011500,Academic
Professional Beauty School,382902,9,1041000,Program
Everest College-Henderson,382911,6,2158503,Academic
Tennessee College of Applied Technology-Paris,382957,4,740500,Program
Minnesota School of Cosmetology-Woodbury Campus,383084,9,3939600,Program
Minnesota School of Cosmetology-Plymouth Campus,383163,9,4051320,Program
Central State Beauty Academy,383172,9,3549300,Program
Central Texas Beauty College-Round Rock,383190,9,1267400,Program
Central Texas Beauty College-Temple,383251,9,2091702,Program
Pioneer Career and Technology Center,383279,7,3127500,Program
PJ's College of Cosmetology-Clarksville,383297,6,757305,Program
American Career College-Los Angeles,383312,6,1040500,Program
American Career College-Anaheim,383330,6,2202300,Program
American Career College-Long Beach,383367,9,2180204,Program
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,383464,4,2201900,Academic
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,383507,4,2190702,Academic
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,383525,4,2121100,Academic
Escuela De Troqueleria Y Herramentaje,383765,4,3162300,Academic
Instituto Tecnologico de Puerto Rico-Recinto de Manati,383792,4,3042501,Academic
Berkeley City College,383899,4,2591905,Academic
United Tribes Technical College,383950,2,10732907,Academic
Academy of Hair Design-Jackson,383996,6,2621300,Program
Academy of Hair Design-Grenada,384254,6,3933300,Program
Goodwin College,384333,2,466608,Academic
Howell Cheney Technical High School,384342,4,2616402,Program
Keene Beauty Academy,384412,9,778100,Program
Fortis College-Winter Park,384421,6,2534900,Academic
Fortis College-Largo,385008,3,2297800,Academic
Fortis College-Indianapolis,385132,6,2056800,Academic
Fortis College-Cutler Bay,385503,3,2237500,Program
Warren County Career Center,385549,4,490200,Program
Ross Medical Education Center-Cincinnati,385619,9,3185300,Program
Ross Medical Education Center-Dayton,386153,9,962109,Program
